#Datetime,grid power(W),energy yield(kWh),,,pv input voltage(V),,grid voltage(V),,,current to grid(mA),,,pv panels current(mA),,,,,grid freq(Hz),,Status(),error(),total operating hours(h),
2022-02-12T13:12:37+0000,493,1800.61,,,329,,228,,,2166,,,1588,,,,,49.99,,Mpp,ok,7433.79,
2022-02-12T13:13:42+0000,499,1800.62,,,326,,228,,,2191,,,1621,,,,,49.99,,Mpp,ok,7433.81,
2022-02-12T13:14:49+0000,496,1800.63,,,328,,229,,,2166,,,1600,,,,,50,,Mpp,ok,7433.83,
2022-02-12T13:15:54+0000,482,1800.64,,,323,,228,,,2116,,,1582,,,,,49.99,,Mpp,ok,7433.85,
2022-02-12T13:16:59+0000,476,1800.65,,,319,,228,,,2091,,,1584,,,,,49.99,,Mpp,ok,7433.87,
2022-02-12T13:18:05+0000,479,1800.66,,,329,,229,,,2091,,,1541,,,,,49.99,,Mpp,ok,7433.88,
2022-02-12T13:19:10+0000,472,1800.67,,,321,,226,,,2091,,,1560,,,,,50,,Mpp,ok,7433.90,
2022-02-12T13:20:15+0000,481,1800.68,,,322,,226,,,2128,,,1582,,,,,49.99,,Mpp,ok,7433.92,
2022-02-12T13:21:22+0000,489,1800.69,,,328,,226,,,2166,,,1580,,,,,49.99,,Mpp,ok,7433.94,
2022-02-12T13:22:27+0000,495,1800.70,,,317,,226,,,2191,,,1654,,,,,49.97,,Mpp,ok,7433.96,
2022-02-12T13:23:32+0000,503,1800.71,,,317,,227,,,2216,,,1679,,,,,49.98,,Mpp,ok,7433.98,
2022-02-12T13:24:39+0000,488,1800.72,,,319,,227,,,2153,,,1622,,,,,49.97,,Mpp,ok,7434,
2022-02-12T13:25:44+0000,475,1800.73,,,316,,226,,,2103,,,1594,,,,,49.97,,Mpp,ok,7434.01,
2022-02-12T13:26:49+0000,467,1800.74,,,315,,225,,,2078,,,1574,,,,,49.99,,Mpp,ok,7434.03,
2022-02-12T13:27:56+0000,469,1800.74,,,319,,226,,,2078,,,1561,,,,,49.97,,Mpp,ok,7434.05,
2022-02-12T13:29:01+0000,462,1800.75,,,317,,225,,,2054,,,1546,,,,,49.97,,Mpp,ok,7434.07,
