#Datetime,,,,,,,,,,,,,,,,,,,,Status(),error(),,
2022-02-14T06:31:20+0000,,,,,,,,,,,,,,,,,,,,Zuschalt.,ok,,
2022-02-14T06:32:45+0000,0,1805.17,,,95,,224,,,0,,,36,,,,,49.99,,waiting,ok,7446.19,
2022-02-14T06:33:51+0000,0,1805.17,,,94,,224,,,0,,,37,,,,,49.97,,waiting,ok,7446.19,
2022-02-14T06:34:56+0000,0,1805.17,,,96,,224,,,0,,,36,,,,,49.97,,waiting,ok,7446.19,
2022-02-14T06:36:02+0000,0,1805.17,,,267,,224,,,0,,,13,,,,,49.97,,checking grid,ok,7446.19,
2022-02-14T06:37:08+0000,0,1805.17,,,278,,223,,,0,,,12,,,,,49.97,,checking grid,ok,7446.19,
2022-02-14T06:38:13+0000,0,1805.17,,,232,,225,,,0,,,15,,,,,49.99,,Mpp,ok,7446.20,
2022-02-14T06:39:19+0000,0,1805.17,,,233,,226,,,1,,,15,,,,,49.97,,Mpp,ok,7446.22,
2022-02-14T06:40:25+0000,0,1805.17,,,231,,226,,,0,,,15,,,,,49.99,,Mpp,ok,7446.24,
2022-02-14T06:41:30+0000,0,1805.17,,,237,,226,,,1,,,14,,,,,49.99,,Mpp,ok,7446.25,
2022-02-14T06:42:36+0000,0,1805.17,,,241,,226,,,1,,,14,,,,,49.99,,Mpp,ok,7446.27,
2022-02-14T06:43:42+0000,0,1805.17,,,243,,227,,,1,,,14,,,,,49.98,,Mpp,ok,7446.29,
2022-02-14T06:44:47+0000,0,1805.17,,,253,,226,,,1,,,13,,,,,49.97,,Mpp,ok,7446.31,
2022-02-14T06:45:53+0000,0,1805.17,,,254,,226,,,2,,,13,,,,,49.99,,Mpp,ok,7446.33,
2022-02-14T06:46:59+0000,0,1805.17,,,246,,226,,,2,,,14,,,,,50,,Mpp,ok,7446.35,
2022-02-14T06:48:04+0000,1,1805.17,,,253,,226,,,4,,,13,,,,,49.99,,Mpp,ok,7446.36,
2022-02-14T06:49:10+0000,1,1805.17,,,251,,226,,,7,,,24,,,,,49.99,,Mpp,ok,7446.38,
2022-02-14T06:50:15+0000,2,1805.17,,,249,,226,,,11,,,35,,,,,49.99,,Mpp,ok,7446.40,
2022-02-14T06:51:20+0000,9,1805.18,,,263,,226,,,41,,,98,,,,,50,,Mpp,ok,7446.42,
2022-02-14T06:52:26+0000,11,1805.18,,,269,,226,,,50,,,111,,,,,49.99,,Mpp,ok,7446.44,
2022-02-14T06:53:31+0000,0,1805.18,,,269,,226,,,1,,,13,,,,,49.99,,Mpp,ok,7446.46,
2022-02-14T06:54:36+0000,0,1805.18,,,271,,226,,,0,,,12,,,,,49.99,,Mpp,ok,7446.47,
2022-02-14T06:55:42+0000,26,1805.18,,,264,,227,,,117,,,183,,,,,49.99,,Mpp,ok,7446.49,
2022-02-14T06:56:47+0000,40,1805.18,,,255,,225,,,181,,,225,,,,,50,,Mpp,ok,7446.51,
2022-02-14T06:57:52+0000,41,1805.18,,,264,,226,,,181,,,218,,,,,50.01,,Mpp,ok,7446.53,
2022-02-14T06:58:58+0000,32,1805.18,,,268,,226,,,142,,,195,,,,,50.01,,Mpp,ok,7446.55,
